requirement_id,source_section,source_locator,source_summary,requirement_type,priority,current_status,proposed_implementation,target_component_or_service,data_or_content_dependency,placeholder_policy,production_blocker,acceptance_or_test_method,delivery_batch,notes
REQ-GP-010,16.2 Local and international search,Section 16.2; list item 4,Use Organization/Place data only for real public-facing business locations and ensure addresses match the visible page,SOURCE_REQUIREMENT,P0,MISSING,Place schema emitted only for locations flagged public with a verified address,Schema builder,DECISION-12,OMIT_UNTIL_APPROVED,YES,Schema-to-DOM equality test,B7,Blocking - false structured data about business locations
REQ-GP-011,16.2.1 Global Presence search package,Section 16.2.1; table 'Search package'; rows Canonical route Title Meta description H1 Primary intent,Global Presence metadata package: canonical /global-presence/ with the specified title; description; H1 and intent,SOURCE_REQUIREMENT,P0,MISSING,Route metadata record,Metadata service,Copy,NONE,NO,Metadata test plus uniqueness,B3,Five table rows merged
REQ-GP-012,16.2.1 Global Presence search package,Section 16.2.1; table 'Search package'; row 'Schema',Global Presence emits Organization + Place/PostalAddress for verified public locations + BreadcrumbList,SOURCE_REQUIREMENT,P0,MISSING,Schema builder gated on a public-location flag,Schema builder,DECISION-12,OMIT_UNTIL_APPROVED,NO,Schema validation,B7,
REQ-GP-013,16.2.2 Global Presence acceptance,Section 16.2.2; list item 1,Every location is accurately labelled by function and has approved contact details,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Gate on function and contact approval,Location entity,DECISION-12,NEUTRAL_WORDING,NO,No inaccurate function label renders,B9,Ruling 6. Requirement retained; production blocker carried by the non-duplicate row covering the same failure mode
REQ-GP-014,16.2.2 Global Presence acceptance,Section 16.2.2; list item 2,Regional service and shipping claims match the Service Model and policy pages,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Shared policy records,Policy entity,Policy records,OMIT_UNTIL_APPROVED,YES,Cross-page consistency test,B9,Blocking - contradictory published claims
REQ-GP-015,16.2.2 Global Presence acceptance,Section 16.2.2; list item 3,No doorway pages or automatic geo redirects are introduced,SOURCE_ACCEPTANCE_CRITERION,P0,COMPLETE,Route inventory discipline,Routing,None,NONE,NO,Automated redirect inventory check,B9,Requirement retained; production blocker carried by the non-duplicate row covering the same failure mode
REQ-GP-016,16.2.2 Global Presence acceptance,Section 16.2.2; list item 4,Primary navigation Global Presence opens this indexable page,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Real route,Navigation,None,NONE,NO,Crawl test,B9,Requirement retained; production blocker carried by the non-duplicate row covering the same failure mode
REQ-FRM-001,17.1 Route treatment,Section 17.1; callout table 'USE TWO URLS ONE SHARED VISUAL TEMPLATE',Create /contact/ and /request-b2b-account/ as separate routes with intent-specific titles; primary forms and analytics; on mobile never place two long forms back-to-back before the user chooses an intent,SOURCE_REQUIREMENT,P0,MISSING,Two routes sharing one visual template with an intent switcher,Form templates,Copy,NONE,YES,Metadata; event and responsive tests at 375,B6,
REQ-FRM-002,17.2 Contact Sales form,Section 17.2; table 'Contact Sales form'; all field rows,Implement the Contact Sales field set: full name; work email; phone; company; country/region; business type; how can we help and consent,SOURCE_REQUIREMENT,P0,MISSING,Form definition record,Form service,Controlled country and business-type lists,BLOCKING_APPROVAL,YES,Field-set snapshot test,B6,Eight field rows merged into one form definition; consent wording is blocking
REQ-FRM-003,17.3 Request B2B Account form,Section 17.3; table 'Request B2B Account form'; all field rows,Implement the Request B2B field set: full name; work email; phone; company; country/region; number of locations; business type; brands of interest; website; additional information and consent,SOURCE_REQUIREMENT,P0,MISSING,Form definition record,Form service,Brand list for multi-select,BLOCKING_APPROVAL,YES,Field-set snapshot test,B6,Eleven field rows merged into one form definition; consent wording is blocking
REQ-FRM-004,17.4 Form behaviour,Section 17.4; list item 1,Use persistent visible labels; autocomplete attributes; accessible required-state text; inline validation and an error summary linking to invalid fields,SOURCE_REQUIREMENT,P0,MISSING,Shared accessible form component,Form component,None,NONE,YES,Axe plus screen-reader plus keyboard tests,B6,Blocking - accessibility failure on the primary conversion journey
REQ-FRM-005,17.4 Form behaviour,Section 17.4; list item 2,Do not collect resale certificates; tax documents or other sensitive files on the first public form,SOURCE_REQUIREMENT,P0,COMPLETE,No file upload on public forms,Form service,None,NONE,YES,Field-set test asserting no file input,B6,Blocking - sensitive data collection without approved storage
REQ-FRM-006,17.4 Form behaviour,Section 17.4; list item 3,Use server-side validation; rate limiting and privacy-preserving spam prevention; a client-side success message alone is not proof of submission,SOURCE_REQUIREMENT,P0,MISSING,Server validation plus rate limiting plus honeypot and timing checks,Form service,None,NONE,YES,Success state only after a persisted record,B6,Blocking - silent lead loss
REQ-FRM-007,17.4 Form behaviour,Section 17.4; list item 4,After success show next steps and expected response window only if approved; send a confirmation email without exposing internal routing,SOURCE_REQUIREMENT,P0,MISSING,Confirmation email via the existing branded email module; response window omitted until approved,Form service,Approved response window,OMIT_UNTIL_APPROVED,NO,Email content test; no unapproved window renders,B6,
REQ-FRM-008,17.4 Form behaviour,Section 17.4; list item 5,Push the lead to the approved CRM with source URL; campaign parameters; form type; region and consent timestamp; never send raw PII to analytics,SOURCE_REQUIREMENT,P0,MISSING,Submission record captures every field; pluggable CRM adapter,Form service,CRM target,CONFIGURABLE,YES,Adapter mapping test plus analytics payload inspection,B6,Ruling 10 - CRM choice is configurable; the blocker is PII leakage and capture completeness
REQ-FRM-009,17.4 Form behaviour,Section 17.4; list item 6,If the CRM is unavailable queue the submission securely and alert operations; do not lose the lead silently,SOURCE_REQUIREMENT,P0,MISSING,Durable queue with retry and an operations alert,Form service,Alert recipients,NONE,YES,Fault-injection test asserting persistence and alerting,B6,Blocking - silent data loss
REQ-FRM-010,17.4.1 Contact search package,Section 17.4.1; table 'Search package'; rows Canonical route Title Meta description H1 Primary intent,Contact metadata package: canonical /contact/ with the specified title; description; H1 and intent,SOURCE_REQUIREMENT,P0,MISSING,Route metadata record,Metadata service,Copy,NONE,NO,Metadata test plus uniqueness,B6,Five table rows merged
REQ-FRM-011,17.4.1 Contact search package,Section 17.4.1; table 'Search package'; row 'Schema',Contact emits ContactPage + Organization + BreadcrumbList,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,Organisation record,BLOCKING_APPROVAL,NO,Schema validation,B7,
REQ-FRM-012,17.4.2 Request B2B search package,Section 17.4.2; table 'Search package'; rows Canonical route Title Meta description H1 Primary intent,Request B2B metadata package: canonical /request-b2b-account/ with the specified title; description; H1 and intent,SOURCE_REQUIREMENT,P0,MISSING,Route metadata record,Metadata service,Copy,NONE,NO,Metadata test plus uniqueness,B6,Five table rows merged
REQ-FRM-013,17.4.2 Request B2B search package,Section 17.4.2; table 'Search package'; row 'Schema',Request B2B emits WebPage + Organization + BreadcrumbList,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,Organisation record,BLOCKING_APPROVAL,NO,Schema validation,B7,
REQ-FRM-014,17.4.3 Forms acceptance,Section 17.4.3; list item 1,Each intent has a separate canonical URL; metadata package and submission event,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Two routes two event names,Form templates,None,NONE,NO,Metadata and analytics tests,B9,Requirement retained; production blocker carried by the non-duplicate row covering the same failure mode
REQ-FRM-015,17.4.3 Forms acceptance,Section 17.4.3; list item 2,Forms are fully usable on mobile and with keyboard and screen-reader navigation,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Accessible form component,Form component,None,NONE,YES,Axe plus manual assistive-technology pass,B9,Blocking - accessibility failure on the primary conversion journey
REQ-FRM-016,17.4.3 Forms acceptance,Section 17.4.3; list item 3,Consent wording and privacy link are approved for the operating regions,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Consent version recorded per submission,Form service,Legal review,BLOCKING_APPROVAL,YES,Legal sign-off recorded before cutover,B9,Blocking - mandatory consent content
REQ-FRM-017,17.4.3 Forms acceptance,Section 17.4.3; list item 4,CRM receipt and failure handling are tested end to end,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Integration and fault-injection tests,Form service,CRM sandbox where applicable,CONFIGURABLE,NO,Test suite green including the outage path,B9,Ruling 10 - testable with the durable-store adapter when no CRM is chosen. Requirement retained; production blocker carried by the non-duplicate row covering the same failure mode
REQ-FRM-018,17.4.3 Forms acceptance,Section 17.4.3; list item 5,No personal data appears in analytics payloads; URLs or console logs,SOURCE_ACCEPTANCE_CRITERION,P0,MISSING,Event schema excludes PII; logging hygiene rule,Analytics + logging,None,NONE,YES,Payload inspection test plus log scan,B9,Blocking - personal data exposure
REQ-RES-001,18 Resources and content layer,Section 18; introductory paragraph 1,Resources are P1 after the core templates are technically correct; publish a small set at launch if content is ready,SOURCE_REQUIREMENT,P1,MISSING,Hub publishes with whatever approved articles exist,Resources,Original content,OMIT_UNTIL_APPROVED,NO,Hub returns 200 regardless of article count,B5,Source explicitly states P1
REQ-RES-002,18.1 Required structure,Section 18.1; list item 1,Resource hub at /resources/ with Guides; Brand/Material Knowledge; Assortment Planning; Private Label and Service/Ordering categories,SOURCE_REQUIREMENT,P1,MISSING,Hub route plus category taxonomy,Resources hub,Content,OMIT_UNTIL_APPROVED,NO,Route and taxonomy test,B5,
REQ-RES-003,18.1 Required structure,Section 18.1; list item 2,Article template with descriptive title; one H1; summary answer; author/reviewer; publication and updated dates; table of contents for long guides; sourced facts; related pages and a conversion CTA,SOURCE_REQUIREMENT,P1,MISSING,Article template plus content collection schema,Article template,Content,OMIT_UNTIL_APPROVED,NO,Template field-presence test,B5,
REQ-RES-004,18.1 Required structure,Section 18.1; list item 3,Policy and guide pages for shipping; exchanges; warranty and ordering with policy facts centralised so marketing pages link rather than duplicate,SOURCE_REQUIREMENT,P0,MISSING,Policy entity as the single source referenced by marketing pages,Policy entity,Approved policies,OMIT_UNTIL_APPROVED,YES,Cross-page consistency test,B5,Blocking - contradictory policy text across pages
REQ-RES-005,18.1 Required structure,Section 18.1; list item 4,Downloadable fact sheets only when the on-page HTML contains the core information,SOURCE_REQUIREMENT,P2,MISSING,Optional attachment field with an HTML-content precondition,Article template,Assets,OMIT_UNTIL_APPROVED,NO,Review,B5,
REQ-RES-006,18.2 Recommended launch topics,Section 18.2; table 'Recommended launch topics'; all rows,Publish the seven recommended launch topics as content becomes ready,SOURCE_REQUIREMENT,P1,MISSING,Seven article stubs with owners; publish when approved,Resources,Original content,OMIT_UNTIL_APPROVED,NO,Publication tracking,B5,Seven table rows merged into one topic-set requirement
REQ-RES-007,18.3 Content quality standard,Section 18.3; list item 1,Content must be original; expert-reviewed and specific to eyewear retail; do not publish commodity AI summaries,SOURCE_REQUIREMENT,P1,MISSING,Reviewer field required before publication,Article template,Reviewers,OMIT_UNTIL_APPROVED,NO,Publication gate,B5,
REQ-RES-008,18.3 Content quality standard,Section 18.3; list item 2,Answer the main question directly near the top then explain definitions; trade-offs; examples and next steps,SOURCE_REQUIREMENT,P1,MISSING,Template enforces a summary-answer block,Article template,Content,OMIT_UNTIL_APPROVED,NO,Template structure test,B5,
REQ-RES-009,18.3 Content quality standard,Section 18.3; list item 3,Cite manufacturer documentation; approved policy documents or authoritative sources for technical and regulatory claims,SOURCE_REQUIREMENT,P1,MISSING,Sources field required for technical claims,Article template,Sources,OMIT_UNTIL_APPROVED,NO,Publication gate,B5,
REQ-RES-010,18.3 Content quality standard,Section 18.3; list item 4,Show Published; Last updated and Reviewed by details where appropriate and update or retire stale material,SOURCE_REQUIREMENT,P1,MISSING,Date and reviewer fields plus a scheduled-review field,Article template,Reviewers,OMIT_UNTIL_APPROVED,NO,Field-presence test plus a stale-content report,B5,
REQ-RES-011,18.3 Content quality standard,Section 18.3; list item 5,Link naturally to relevant brand; collection; service; private-label and contact pages avoiding keyword-stuffed anchors,SOURCE_REQUIREMENT,P1,MISSING,Related-entity links from the article record,Article template,Content,OMIT_UNTIL_APPROVED,NO,Editorial review,B5,
REQ-RES-012,18.3 Content quality standard,Section 18.3; list item 6,Do not create city/country pages; glossary entries or FAQs solely to manufacture large page counts,SOURCE_REQUIREMENT,P0,COMPLETE,Route inventory discipline,Routing,None,NONE,NO,Route inventory review,B5,
REQ-SEO-001,19.1 Rendering and application architecture,Section 19.1; list item 1,Use server-side rendering or static generation for all public pages; hydration must not be required for titles; metadata; headings; copy; links; identities or structured data,SOURCE_REQUIREMENT,P0,MISSING,Astro server mode with islands,Public web app,None,NONE,YES,curl assertion per route,B1,
REQ-SEO-002,19.1 Rendering and application architecture,Section 19.1; list item 2,Replace hash routing with clean URLs so a direct request to any route returns 200 with the correct HTML,SOURCE_REQUIREMENT,P0,MISSING,File-based routing,Routing,None,NONE,YES,Direct-request test per route,B1,
REQ-SEO-003,19.1 Rendering and application architecture,Section 19.1; list item 3,Return meaningful 404 pages with a true 404 status; never serve a 200 SPA shell for missing routes,SOURCE_REQUIREMENT,P0,MISSING,Astro 404 handler returning status 404; Caddy catch-all reordered,Error templates + Caddy,None,NONE,YES,Status-code test on unknown paths,B1,Current Caddy try_files returns 200 for every unknown path
REQ-SEO-004,19.1 Rendering and application architecture,Section 19.1; list item 4,Prevent the staging environment from indexing through authentication or noindex plus access controls; robots.txt is not a security control,SOURCE_REQUIREMENT,P0,MISSING,Basic auth plus X-Robots-Tag noindex on the RC host,Caddy,None,NONE,YES,RC host returns 401 or noindex,B10,Blocking - duplicate indexable copy damages indexing
REQ-SEO-005,19.1 Rendering and application architecture,Section 19.1; list item 5,Keep scripts and CSS crawlable and avoid rendering core content only after a blocking API call,SOURCE_REQUIREMENT,P0,MISSING,Server-side data fetching; assets unblocked,Public web app,None,NONE,YES,Fetch as crawler with cookies disabled,B1,
REQ-SEO-006,19.2 Metadata and document structure,Section 19.2; list item 1,Unique title; meta description; canonical; H1 and Open Graph/Twitter metadata for every indexable route,SOURCE_REQUIREMENT,P0,MISSING,Metadata framework with per-route records,Metadata service,Copy,NONE,YES,Uniqueness test across all indexable routes,B1,
REQ-SEO-007,19.2 Metadata and document structure,Section 19.2; list item 2,One descriptive H1 per page; H2/H3 follow the information hierarchy; do not choose heading tags for styling,SOURCE_REQUIREMENT,P0,PARTIAL,Heading components decoupled from type styles,Component library,None,NONE,NO,Heading-order lint on every route,B1,
REQ-SEO-008,19.2 Metadata and document structure,Section 19.2; list item 3,Self-referential absolute canonical on each indexable page; never canonicalise to a fragment,SOURCE_REQUIREMENT,P0,MISSING,Canonical derived from route identity and the configured origin,Metadata service,DECISION-01,CONFIGURABLE,YES,Canonical test per route,B7,
REQ-SEO-009,19.2 Metadata and document structure,Section 19.2; list item 4,Set html lang accurately; use separate URLs with reciprocal hreflang and x-default for localized versions,SOURCE_REQUIREMENT,P0,PARTIAL,lang from the locale config; hreflang deferred until localisation exists,Layout,Localisation decision,CONFIGURABLE,NO,Attribute test,B1,
REQ-SEO-010,19.2 Metadata and document structure,Section 19.2; list item 5,Include favicon and site-name assets and Organization logo metadata on the canonical domain,SOURCE_REQUIREMENT,P0,MISSING,Favicon set; apple-touch-icon; web manifest; logo in Organization schema,Layout + assets,Brand assets,OMIT_UNTIL_APPROVED,NO,Asset fetch test returning 200,B7,favicon.svg is referenced today but absent from the repository
REQ-SEO-011,19.2 Metadata and document structure,Section 19.2; list item 6,Use concise descriptive link text; buttons that navigate must be links and buttons are for in-page actions,SOURCE_REQUIREMENT,P0,PARTIAL,Anchors for navigation; buttons for in-page actions only,Component library,None,NONE,YES,Lint rule plus axe check,B1,Blocking - navigation must be operable without JavaScript
REQ-SEO-012,19.3 XML sitemaps and robots,Section 19.3; list item 1,Generate XML sitemaps automatically from published canonical records with accurate lastmod only when visible content changes,SOURCE_REQUIREMENT,P0,MISSING,Sitemap service reading publication records,Sitemap service,Publication state,NONE,YES,Sitemap validation plus lastmod stability across rebuilds,B7,
REQ-SEO-013,19.3 XML sitemaps and robots,Section 19.3; list item 2,Provide a sitemap index with sitemap-pages; sitemap-brands; sitemap-products; sitemap-resources and optional sitemap-images,SOURCE_REQUIREMENT,P0,MISSING,Sitemap index with four or five children,Sitemap service,Publication state,NONE,NO,Index validation,B7,
REQ-SEO-014,19.3 XML sitemaps and robots,Section 19.3; list item 3,Submit the sitemap to Google Search Console and Bing Webmaster Tools and declare it in robots.txt,SOURCE_REQUIREMENT,P0,MISSING,robots.txt Sitemap directive plus an operational submission task,robots.txt + process,GSC and Bing access,NONE,YES,Submission confirmed in both consoles,B11,
REQ-SEO-015,19.3 XML sitemaps and robots,Section 19.3; list item 4,Allow Googlebot; Bingbot and OAI-SearchBot to access public canonical pages and required assets,SOURCE_REQUIREMENT,P0,MISSING,robots.txt with explicit agent rules,robots.txt,Crawler policy,CONFIGURABLE,YES,robots.txt fetch test plus agent simulation,B7,Blocking - blocking major crawlers would be material indexing damage
REQ-SEO-016,19.3 XML sitemaps and robots,Section 19.3; list item 5,Keep portal and account paths authenticated and out of sitemaps; use noindex on accessible internal search and filter states rather than robots.txt blocking,SOURCE_REQUIREMENT,P0,MISSING,Indexing policy module plus sitemap exclusion,Indexing policy,None,NONE,YES,Sitemap and meta tests,B7,
REQ-SEO-017,19.3 XML sitemaps and robots,Section 19.3; list item 6,Treat GPTBot as a separate business decision independent of OAI-SearchBot,SOURCE_REQUIREMENT,P1,MISSING,robots.txt agent rules driven by configuration,robots.txt,Crawler policy,CONFIGURABLE,NO,Configuration test,B7,
REQ-SEO-018,19.3.1 Illustrative robots.txt,Section 19.3.1; callout table 'DEVELOPER EXAMPLE - ADAPT TO FINAL ROUTES',Adapt the illustrative robots.txt to the final routes; authenticated access rather than robots.txt protects private portal content,SOURCE_REQUIREMENT,P0,MISSING,Generated robots.txt reflecting the real route set,robots.txt,None,CONFIGURABLE,NO,robots.txt matches the indexing policy,B7,
REQ-SEO-019,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Home',Home emits Organization; WebSite; WebPage carrying legal name; logo; URL; contact; sameAs and approved service area,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,DECISION-10,BLOCKING_APPROVAL,NO,Schema validation plus DOM equality,B7,sameAs omitted where social profiles are unapproved
REQ-SEO-020,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Why Veyora',Why Veyora emits AboutPage; Organization with company facts and visible locations only,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,DECISION-12,NEUTRAL_WORDING,NO,Schema validation,B7,
REQ-SEO-021,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Brands index',Brands index emits CollectionPage; ItemList listing all visible approved brand entities,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,Brand records,CONFIGURABLE,NO,Schema-to-DOM equality,B7,
REQ-SEO-022,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Brand detail',Brand detail emits WebPage; Brand as mainEntity; ItemList whose featured products match the visible list,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,Brand records,OMIT_UNTIL_APPROVED,NO,Schema-to-DOM equality,B7,
REQ-SEO-023,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Collections',Collections emits CollectionPage; ItemList reflecting the visible product list and breadcrumb,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,Model records,NONE,NO,Schema-to-DOM equality,B7,
REQ-SEO-024,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Model detail',Model detail emits Product/ProductGroup; Brand with no hidden Offer; price or availability values,SOURCE_REQUIREMENT,P0,MISSING,Schema builder without price access,Schema builder,None,NONE,YES,Forbidden-key test on JSON-LD,B7,Blocking - commercially sensitive data exposure
REQ-SEO-025,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Service Model',Service Model emits Service; FAQPage for visible Q and A only,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,Policy records,OMIT_UNTIL_APPROVED,NO,Schema-to-DOM equality,B7,
REQ-SEO-026,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Private Label',Private Label emits Service; FAQPage for visible service and verified Q and A only,SOURCE_REQUIREMENT,P1,MISSING,Schema builder,Schema builder,Verified answers,OMIT_UNTIL_APPROVED,NO,Schema-to-DOM equality,B7,
REQ-SEO-027,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Global Presence',Global Presence emits Organization; Place for real public business locations and functions only,SOURCE_REQUIREMENT,P0,MISSING,Schema builder gated on a public-location flag,Schema builder,DECISION-12,OMIT_UNTIL_APPROVED,YES,Schema-to-DOM equality,B7,Blocking - false structured data about business locations
REQ-SEO-028,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'Contact',Contact emits ContactPage; Organization with the approved contact point and service regions,SOURCE_REQUIREMENT,P0,MISSING,Schema builder,Schema builder,DECISION-10,OMIT_UNTIL_APPROVED,NO,Schema validation,B7,
REQ-SEO-029,19.4 Structured data mapping,Section 19.4; table 'Structured data mapping'; row 'All nested pages',All nested pages emit BreadcrumbList matching the visible breadcrumb and canonical hierarchy,SOURCE_REQUIREMENT,P0,MISSING,Breadcrumb component emits both from one data structure,Breadcrumb component,None,NONE,NO,Three-way equality test,B7,
REQ-SEO-030,19.5 Canonical and duplicate content,Section 19.5; list item 1,One canonical domain and HTTPS host; redirect HTTP; alternate hostname; index.php and duplicate staging domain variants,SOURCE_REQUIREMENT,P0,MISSING,Caddy host and protocol redirects,Caddy,DECISION-01,CONFIGURABLE,YES,Redirect matrix test,B10,
REQ-SEO-031,19.5 Canonical and duplicate content,Section 19.5; list item 2,Self-canonical brand; product; category and content pages generated server-side from route and content identity,SOURCE_REQUIREMENT,P0,MISSING,Canonical derived from route identity,Metadata service,None,NONE,NO,Canonical test per route,B7,
REQ-SEO-032,19.5 Canonical and duplicate content,Section 19.5; list item 3,Do not canonicalise every paginated page to page 1; keep useful paginated pages self-canonical with crawlable next pages,SOURCE_REQUIREMENT,P0,MISSING,Pagination canonical policy,Indexing policy,None,NONE,NO,Pagination canonical test,B7,
REQ-SEO-033,19.5 Canonical and duplicate content,Section 19.5; list item 4,Default noindex for internal search; sort-only and non-curated filter combinations; index only curated landings with unique copy; stable URLs and internal links,SOURCE_REQUIREMENT,P0,MISSING,Central indexing policy module,Indexing policy,None,NONE,YES,Per-state meta test,B7,
REQ-SEO-034,19.5 Canonical and duplicate content,Section 19.5; list item 5,Avoid near-duplicate brand pages; separate Essedue and Kyme only if each receives substantial unique content and products,SOURCE_REQUIREMENT,P1,MISSING,Uniqueness threshold enforced before publication,Brand entity,DECISION-03,CONFIGURABLE,NO,Duplicate-detection test,B4,
REQ-SEO-035,19.6 Image SEO,Section 19.6; list item 1,Place high-quality images near relevant text with descriptive contextual alt text without keyword stuffing,SOURCE_REQUIREMENT,P0,PARTIAL,Apply the existing homepage discipline across all templates,Media pipeline,Alt text,NONE,NO,Alt-quality review plus repetition check,B7,
REQ-SEO-036,19.6 Image SEO,Section 19.6; list item 2,Use crawlable image URLs; stable filenames and image sitemap entries where product images matter,SOURCE_REQUIREMENT,P0,PARTIAL,Stable image URLs plus sitemap-images,Sitemap service,None,NONE,NO,Image sitemap validation,B7,
REQ-SEO-037,19.6 Image SEO,Section 19.6; list item 3,Do not render product images only as CSS backgrounds when they carry product meaning,SOURCE_REQUIREMENT,P0,PARTIAL,Content images use img elements,Media pipeline,None,NONE,NO,Automated scan for background-image on content,B7,
REQ-SEO-038,19.6 Image SEO,Section 19.6; list item 4,Add Open Graph images sized for reliable social sharing and validate previews for core routes,SOURCE_REQUIREMENT,P0,MISSING,Per-route OG image with a designed default,Metadata service,Brand assets,OMIT_UNTIL_APPROVED,NO,OG image fetch plus dimension test,B7,Only a white logo SVG exists today
REQ-SEO-039,19.7 Performance budgets,Section 19.7; table 'Performance budgets'; row 'LCP',LCP 2.5 seconds or less at the 75th percentile on mobile and desktop field data,SOURCE_REQUIREMENT,P0,UNVERIFIED,Prioritised hero; self-hosted fonts; responsive images,Performance,None,NONE,NO,Lab regression gate plus field measurement,B9,Target - the release gate is the definition-of-done item
REQ-SEO-040,19.7 Performance budgets,Section 19.7; table 'Performance budgets'; row 'INP',INP 200 ms or less at the 75th percentile,SOURCE_REQUIREMENT,P0,UNVERIFIED,Minimal JavaScript; islands only,Performance,None,NONE,NO,Lab plus field,B9,Target
REQ-SEO-041,19.7 Performance budgets,Section 19.7; table 'Performance budgets'; row 'CLS',CLS 0.1 or less at the 75th percentile,SOURCE_REQUIREMENT,P0,PARTIAL,Reserve space for every media and embed,Performance,None,NONE,NO,Lab plus field,B9,Aspect ratios already reserved in the current design
REQ-SEO-042,19.7 Performance budgets,Section 19.7; table 'Performance budgets'; row 'Initial HTML',Initial HTML includes core content with no empty SPA shell,SOURCE_REQUIREMENT,P0,MISSING,Server rendering,Public web app,None,NONE,NO,curl assertion,B9,Requirement retained; production blocker carried by the non-duplicate row covering the same failure mode
REQ-SEO-043,19.7 Performance budgets,Section 19.7; table 'Performance budgets'; row 'Hero media',Hero media is responsive and prioritized with no autoplay video blocking LCP,SOURCE_REQUIREMENT,P0,PARTIAL,Keep video out of the LCP path,Media pipeline,None,NONE,NO,LCP element check,B9,
REQ-SEO-044,19.7 Performance budgets,Section 19.7; table 'Performance budgets'; row 'Below-fold media',Below-fold media is lazy-loaded with no interaction required for indexable text or products,SOURCE_REQUIREMENT,P0,PARTIAL,Apply across templates,Media pipeline,None,NONE,NO,Automated loading-attribute check,B9,Blocking - indexable content must not require interaction
REQ-GEO-001,20 GEO strategy,Section 20; callout table 'FOUNDATIONAL SEO FIRST',Focus on crawlable pages; explicit entity facts; original expert content; consistent sourcing; structured data and genuine external authority rather than GEO hacks,SOURCE_REQUIREMENT,P1,MISSING,Delivered through the SEO and content requirement set,Programme,None,NONE,NO,Aggregate review,B7,Umbrella statement
REQ-GEO-002,20.1 Machine-readable clarity,Section 20.1; list item 1,Define Veyora in one plain-language sentence on the homepage; company page and Organization schema,SOURCE_REQUIREMENT,P0,MISSING,One sourced definition used in three places,Organisation record,Approved wording,BLOCKING_APPROVAL,NO,String-equality test across all three,B3,
REQ-GEO-003,20.1 Machine-readable clarity,Section 20.1; list item 2,Use consistent names for the company; brands; programs; policies and locations across the website; portal; social profiles and partner listings,SOURCE_REQUIREMENT,P0,MISSING,Canonical naming in the content model,Content model,Approved names,OMIT_UNTIL_APPROVED,NO,Cross-surface naming audit,B2,
REQ-GEO-004,20.1 Machine-readable clarity,Section 20.1; list item 3,Provide short answer-first paragraphs before long marketing sections,SOURCE_REQUIREMENT,P1,MISSING,Answer-first block on key templates,Templates,Copy,OMIT_UNTIL_APPROVED,NO,Template structure test,B3,
REQ-GEO-005,20.1 Machine-readable clarity,Section 20.1; list item 4,Use tables only for real comparisons and facts,SOURCE_REQUIREMENT,P1,MISSING,Table component reserved for factual comparison,Component library,None,NONE,NO,Review,B4,
REQ-GEO-006,20.1 Machine-readable clarity,Section 20.1; list item 5,Make important facts visible in HTML; do not rely on images; PDFs; hover states or login-gated copy for public discovery,SOURCE_REQUIREMENT,P0,MISSING,Facts rendered as text,Templates,None,NONE,NO,Automated scan that key facts appear in HTML,B3,
REQ-GEO-007,20.2 Evidence and citable content,Section 20.2; list item 1,Add source/reference fields for manufacturing; material; warranty; shipping and performance claims,SOURCE_REQUIREMENT,P0,MISSING,Governance fields on every content entity,Content model,None,NONE,NO,Publication blocked without a source on flagged claim types,B2,
REQ-GEO-008,20.2 Evidence and citable content,Section 20.2; list item 2,Publish original technical and operational explanations reviewed by Veyora product or operations staff,SOURCE_REQUIREMENT,P1,MISSING,Reviewer field required,Article template,Reviewers,OMIT_UNTIL_APPROVED,NO,Publication gate,B5,
